Date,DOW,Rm Sold,Revenue,ADR,RevPar,Occupancy_Pct
2022-01-01,Sat,254,212255.425918367,835.651283143177,626.122200349165,74.92625368731564
2022-01-02,Sun,257,153089.300816326,595.678213293099,451.590857865269,75.81120943952803
2022-01-03,Mon,233,107307.63632653,460.547795392835,316.541700078261,68.73156342182891
2022-01-04,Tue,214,100728.468979591,470.693780278466,297.134126783456,63.12684365781711
2022-01-05,Wed,211,94795.8138775509,449.26926008318,279.633669255312,62.24188790560472
2022-01-06,Thu,180,76489.0451020407,424.939139455781,225.631401480946,53.09734513274337
2022-01-07,Fri,166,70626.8865306122,425.463171871157,208.338898320389,48.96755162241888
2022-01-08,Sat,168,70783.031632653,421.327569241982,208.799503341159,49.557522123893804
2022-01-09,Sun,168,70473.4877551019,419.485046161321,207.886394557822,49.557522123893804
2022-01-10,Mon,166,76353.4730612244,459.960681091713,225.231483956414,48.96755162241888
2022-01-11,Tue,164,69214.3279591836,422.038585116973,204.172058876647,48.37758112094395
2022-01-12,Wed,160,66272.525510204,414.203284438775,195.494175546324,47.1976401179941
2022-01-13,Thu,165,66744.205510204,404.510336425478,196.885561977002,48.67256637168141
2022-01-14,Fri,162,66110.6308163264,408.090313681027,195.016610077659,47.78761061946903
2022-01-15,Sat,156,62179.933877551,398.589319727891,183.421633857082,46.017699115044245
2022-01-16,Sun,145,54779.5544897958,377.790030964109,161.591606164589,42.772861356932154
2022-01-17,Mon,151,57305.2608163265,379.505038518718,169.042067304797,44.54277286135693
2022-01-18,Tue,166,64671.8134693877,389.589237767396,190.772311119137,48.96755162241888
2022-01-19,Wed,160,60483.4308163264,378.02144260204,178.41720004816,47.1976401179941
2022-01-20,Thu,157,59776.7246938774,380.743469387754,176.332521220877,46.312684365781706
2022-01-21,Fri,164,67720.0387755101,412.92706570433,199.764126181445,48.37758112094395
2022-01-22,Sat,167,65809.9746938775,394.071704753757,194.129718860995,49.26253687315634
2022-01-23,Sun,194,79228.8779591835,408.396278140121,233.713504304376,57.227138643067846
2022-01-24,Mon,188,78514.4679591836,417.630148719062,231.606100174583,55.45722713864307
2022-01-25,Tue,202,86689.8412244897,429.157629824206,255.722245499969,59.587020648967545
2022-01-26,Wed,202,88499.6165306122,438.116913517882,261.060815724519,59.587020648967545
2022-01-27,Thu,192,81039.8061224489,422.082323554421,239.05547528746,56.63716814159292
2022-01-28,Fri,170,67390.5663265306,396.415096038415,198.792231051712,50.14749262536873
2022-01-29,Sat,153,58290.4957142857,380.983632119514,171.948364938895,45.13274336283185
2022-01-30,Sun,192,76837.7928571428,400.196837797619,226.660155920775,56.63716814159292
2022-01-31,Mon,196,68019.3812244897,347.037659308621,200.647142255132,57.817109144542776
2022-02-01,Tue,214,82844.5583673469,387.124104520312,244.379228222262,63.12684365781711
2022-02-02,Wed,207,79926.4646938775,386.118186926944,235.771282282824,61.06194690265486
2022-02-03,Thu,190,72421.4802040816,381.16568528464,213.632684967792,56.04719764011799
2022-02-04,Fri,188,71307.0259183673,379.292691055145,210.345209198723,55.45722713864307
2022-02-05,Sat,142,55819.4644897959,393.094820350675,164.659187285533,41.88790560471977
2022-02-06,Sun,151,58830.0518367346,389.602992296256,173.539975919571,44.54277286135693
2022-02-07,Mon,159,62453.8869387754,392.791741753304,184.229754981638,46.902654867256636
2022-02-08,Tue,189,75089.56,397.299259259259,221.503126843657,55.75221238938053
2022-02-09,Wed,199,78529.27,394.61944723618,231.649764011799,58.70206489675516
2022-02-10,Thu,212,87531.2599999999,412.883301886792,258.20430678466,62.53687315634219
2022-02-11,Fri,238,116011.649999999,487.443907563025,342.217256637168,70.20648967551622
2022-02-12,Sat,270,124892.959999999,462.566518518518,368.415811209439,79.64601769911505
2022-02-13,Sun,294,145048.029999999,493.360646258503,427.87029498525,86.72566371681415
2022-02-14,Mon,322,171304.839999999,532.002608695652,505.324011799409,94.98525073746312
2022-02-15,Tue,318,171121.07,538.116572327044,504.781917404129,93.80530973451327
2022-02-16,Wed,303,164161.11,541.785841584158,484.251061946902,89.38053097345133
2022-02-17,Thu,259,142090.6,548.612355212355,419.146312684365,76.40117994100295
2022-02-18,Fri,290,150834.73,520.119758620689,444.940206489675,85.54572271386431
2022-02-19,Sat,257,122859.33,478.05186770428,362.416902654867,75.81120943952803
2022-02-20,Sun,284,131948.36,464.60690140845,389.22820058997,83.77581120943954
2022-02-21,Mon,307,155140.44,505.343452768729,457.641415929203,90.56047197640117
2022-02-22,Tue,327,163039.369999999,498.591345565749,480.94209439528,96.46017699115043
2022-02-23,Wed,327,189500.92,579.513516819571,558.999764011799,96.46017699115043
2022-02-24,Thu,321,201802.08,628.66691588785,595.286371681416,94.69026548672566
2022-02-25,Fri,321,180106.12,561.078255451713,531.286489675516,94.69026548672566
2022-02-26,Sat,304,167924.83,552.384309210526,495.353480825958,89.67551622418878
2022-02-27,Sun,289,152692.57,528.347993079584,450.420560471976,85.25073746312685
2022-02-28,Mon,276,142104.08,514.869855072463,419.186076696165,81.41592920353983
2022-03-01,Tue,265,138748.97,523.581018867924,409.288997050147,78.17109144542773
2022-03-02,Wed,281,147678.95,525.547864768683,435.631120943952,82.89085545722715
2022-03-03,Thu,290,159478.43,549.925620689655,470.437846607669,85.54572271386431
2022-03-04,Fri,276,139329.71,504.817789855072,411.00209439528,81.41592920353983
2022-03-05,Sat,267,134507.04,503.771685393258,396.775929203539,78.76106194690266
2022-03-06,Sun,270,126008.37,466.697666666666,371.70610619469,79.64601769911505
2022-03-07,Mon,279,131210.98,470.290250896057,387.053038348082,82.30088495575221
2022-03-08,Tue,276,127233.07,460.989384057971,375.318790560472,81.41592920353983
2022-03-09,Wed,288,138552.95,481.086631944444,408.710766961651,84.95575221238938
2022-03-10,Thu,289,158631.129999999,548.896643598615,467.938436578171,85.25073746312685
2022-03-11,Fri,314,178134.889999999,567.30856687898,525.471651917404,92.62536873156341
2022-03-12,Sat,304,167078.81,549.60134868421,492.857846607669,89.67551622418878
2022-03-13,Sun,309,173686.0,562.090614886731,512.34808259587,91.1504424778761
2022-03-14,Mon,305,177919.13,583.341409836065,524.835191740412,89.97050147492625
2022-03-15,Tue,320,203485.3,635.8915625,600.251622418879,94.3952802359882
2022-03-16,Wed,323,196298.319999999,607.734736842105,579.051091445427,95.28023598820059
2022-03-17,Thu,329,207198.639999999,629.783100303951,611.205427728613,97.05014749262537
2022-03-18,Fri,301,188896.03,627.561561461794,557.215427728613,88.79056047197639
2022-03-19,Sat,303,177207.51,584.843267326732,522.736017699115,89.38053097345133
2022-03-20,Sun,293,174823.82,596.668327645051,515.704483775811,86.4306784660767
2022-03-21,Mon,324,184510.99,569.47836419753,544.280206489675,95.57522123893806
2022-03-22,Tue,309,187116.61,605.555372168284,551.96640117994,91.1504424778761
2022-03-23,Wed,334,208839.58,625.268203592814,616.045958702064,98.52507374631269
2022-03-24,Thu,329,213226.46,648.104741641337,628.986607669616,97.05014749262537
2022-03-25,Fri,326,227997.259999999,699.378098159509,672.558289085545,96.16519174041298
2022-03-26,Sat,305,218087.119999999,715.039737704917,643.324837758112,89.97050147492625
2022-03-27,Sun,313,215148.91,687.376709265175,634.657551622419,92.33038348082596
2022-03-28,Mon,313,211041.479999999,674.25392971246,622.541238938053,92.33038348082596
2022-03-29,Tue,307,196211.99,639.127003257329,578.796430678466,90.56047197640117
2022-03-30,Wed,256,151425.779999999,591.506953124999,446.683716814159,75.51622418879056
2022-03-31,Thu,213,121128.98,568.680657276995,357.312625368731,62.83185840707964
2022-04-01,Fri,168,77440.04,460.952619047619,228.436696165191,49.557522123893804
2022-04-02,Sat,143,60836.82,425.432307692307,179.459646017699,42.18289085545723
2022-04-03,Sun,108,39836.24,368.854074074074,117.511032448377,31.858407079646017
2022-04-04,Mon,114,43121.02,378.254561403508,127.200648967551,33.6283185840708
2022-04-05,Tue,112,41845.46,373.620178571428,123.437935103244,33.03834808259587
2022-04-06,Wed,114,41665.0099999999,365.482543859649,122.905634218289,33.6283185840708
2022-04-07,Thu,114,42922.18,376.510350877193,126.614100294985,33.6283185840708
2022-04-08,Fri,119,43503.32,365.574117647058,128.32837758112,35.10324483775811
2022-04-09,Sat,103,36272.71,352.162233009708,106.999144542772,30.383480825958703
2022-04-10,Sun,124,41794.2,337.049999999999,123.286725663716,36.57817109144543
2022-04-11,Mon,141,48797.14,346.079007092198,143.94436578171,41.5929203539823
2022-04-12,Tue,136,47963.99,352.676397058823,141.486696165191,40.117994100294986
2022-04-13,Wed,129,45252.79,350.796821705426,133.489056047197,38.05309734513274
2022-04-14,Thu,118,39214.66,332.327627118644,115.677463126843,34.80825958702065
2022-04-15,Fri,122,39614.38,324.708032786885,116.856578171091,35.9882005899705
2022-04-16,Sat,112,39413.21,351.903660714285,116.263156342182,33.03834808259587
2022-04-17,Sun,117,43609.5399999999,372.731111111111,128.641710914454,34.51327433628318
2022-04-18,Mon,112,41818.6,373.380357142857,123.358702064896,33.03834808259587
2022-04-19,Tue,117,41705.28,356.455384615384,123.024424778761,34.51327433628318
2022-04-20,Wed,120,42236.83,351.973583333333,124.592418879056,35.39823008849557
2022-04-21,Thu,110,37345.02,339.500181818181,110.162300884955,32.448377581120944
2022-04-22,Fri,114,37293.9,327.13947368421,110.011504424778,33.6283185840708
2022-04-23,Sat,106,33390.1,315.000943396226,98.4958702064897,31.268436578171094
2022-04-24,Sun,109,35681.59,327.354036697247,105.255427728613,32.15339233038348
2022-04-25,Mon,101,30766.78,304.621584158415,90.7574631268436,29.793510324483773
2022-04-26,Tue,104,33396.55,321.120673076923,98.5148967551622,30.678466076696164
2022-04-27,Wed,101,34333.64,339.93702970297,101.279174041297,29.793510324483773
2022-04-28,Thu,102,32508.66,318.712352941176,95.8957522123894,30.08849557522124
2022-04-29,Fri,107,38225.42,357.24691588785,112.759351032448,31.563421828908556
2022-04-30,Sat,112,36645.99,327.196339285714,108.100265486725,33.03834808259587
2022-05-01,Sun,141,50101.45,355.329432624113,147.791887905604,41.5929203539823
2022-05-02,Mon,201,77020.2,383.185074626865,227.198230088495,59.29203539823009
2022-05-03,Tue,255,110645.62,433.904392156862,326.38825958702,75.22123893805309
2022-05-04,Wed,289,136460.13,472.180380622837,402.537256637168,85.25073746312685
2022-05-05,Thu,282,130325.25,462.146276595744,384.440265486725,83.1858407079646
2022-05-06,Fri,210,77249.8,367.85619047619,227.875516224188,61.94690265486725
2022-05-07,Sat,190,62130.16,327.000842105263,183.274808259587,56.04719764011799
2022-05-08,Sun,237,79164.86,334.028945147679,233.524660766961,69.91150442477876
2022-05-09,Mon,253,91883.7699999999,363.176956521739,271.043569321533,74.63126843657817
2022-05-10,Tue,290,100950.19,348.104103448275,297.788171091445,85.54572271386431
2022-05-11,Wed,266,96805.65,363.931015037594,285.562389380531,78.46607669616519
2022-05-12,Thu,244,88903.26,364.357622950819,262.251504424778,71.976401179941
2022-05-13,Fri,143,51293.22,358.693846153846,151.307433628318,42.18289085545723
2022-05-14,Sat,149,45381.76,304.575570469798,133.869498525073,43.95280235988201
2022-05-15,Sun,151,45054.59,298.37476821192,132.904395280236,44.54277286135693
2022-05-16,Mon,177,55206.2299999999,311.899604519774,162.8502359882,52.21238938053098
2022-05-17,Tue,159,51423.54,323.418490566037,151.691858407079,46.902654867256636
2022-05-18,Wed,175,56873.14,324.989371428571,167.767374631268,51.62241887905604
2022-05-19,Thu,165,57214.25,346.75303030303,168.773598820059,48.67256637168141
2022-05-20,Fri,150,49341.3,328.942,145.549557522123,44.24778761061947
2022-05-21,Sat,135,43986.45,325.825555555555,129.753539823008,39.823008849557525
2022-05-22,Sun,197,68933.95,349.918527918781,203.344985250737,58.11209439528023
2022-05-23,Mon,238,76200.38,320.169663865546,224.779882005899,70.20648967551622
2022-05-24,Tue,256,81299.2999999999,317.575390624999,239.820943952802,75.51622418879056
2022-05-25,Wed,264,84484.57,320.01731060606,249.217020648967,77.87610619469027
2022-05-26,Thu,214,70669.8799999999,330.233084112149,208.465722713864,63.12684365781711
2022-05-27,Fri,215,70168.81,326.366558139534,206.987640117994,63.421828908554566
2022-05-28,Sat,166,52172.39,314.291506024096,153.900855457227,48.96755162241888
2022-05-29,Sun,138,43584.14,315.827101449275,128.566784660766,40.707964601769916
2022-05-30,Mon,135,43000.13,318.519481481481,126.844041297935,39.823008849557525
2022-05-31,Tue,127,39392.89,310.180236220472,116.203215339233,37.46312684365782
2022-06-01,Wed,132,39752.14,301.152575757575,117.262949852507,38.93805309734513
2022-06-02,Thu,133,39295.6599999999,295.456090225563,115.91640117994,39.233038348082594
2022-06-03,Fri,152,44169.62,290.589605263157,130.293864306784,44.83775811209439
2022-06-04,Sat,156,48147.03,308.634807692307,142.026637168141,46.017699115044245
2022-06-05,Sun,160,48142.42,300.890125,142.013038348082,47.1976401179941
2022-06-06,Mon,151,44785.89,296.595298013245,132.111769911504,44.54277286135693
2022-06-07,Tue,143,41308.32,288.86937062937,121.853451327433,42.18289085545723
2022-06-08,Wed,128,36883.7599999999,288.154374999999,108.801651917404,37.75811209439528
2022-06-09,Thu,106,29761.26,280.766603773584,87.7913274336283,31.268436578171094
2022-06-10,Fri,120,34081.58,284.013166666666,100.535634218289,35.39823008849557
2022-06-11,Sat,111,31208.49,281.157567567567,92.0604424778761,32.743362831858406
2022-06-12,Sun,118,33555.44,284.36813559322,98.983598820059,34.80825958702065
2022-06-13,Mon,137,38681.57,282.347226277372,114.104926253687,40.41297935103245
2022-06-14,Tue,142,42358.67,298.300492957746,124.951828908554,41.88790560471977
2022-06-15,Wed,139,39725.43,285.794460431654,117.184159292035,41.00294985250738
2022-06-16,Thu,118,34205.03,289.87313559322,100.899793510324,34.80825958702065
2022-06-17,Fri,116,34125.3,294.183620689655,100.664601769911,34.21828908554572
2022-06-18,Sat,119,31403.73,263.896890756302,92.6363716814159,35.10324483775811
2022-06-19,Sun,107,29663.0199999999,277.224485981308,87.5015339233038,31.563421828908556
2022-06-20,Mon,115,30906.71,268.754,91.1702359882005,33.92330383480826
2022-06-21,Tue,112,30286.05,270.411160714285,89.3393805309734,33.03834808259587
2022-06-22,Wed,115,31363.45,272.725652173913,92.5175516224188,33.92330383480826
2022-06-23,Thu,109,29546.53,271.069082568807,87.1579056047197,32.15339233038348
2022-06-24,Fri,101,26595.87,263.325445544554,78.4538938053097,29.793510324483773
2022-06-25,Sat,114,30210.32,265.002807017543,89.1159882005899,33.6283185840708
2022-06-26,Sun,118,31542.4499999999,267.308898305084,93.0455752212389,34.80825958702065
2022-06-27,Mon,132,36291.53,274.935833333333,107.054660766961,38.93805309734513
2022-06-28,Tue,143,40403.32,282.540699300699,119.183834808259,42.18289085545723
2022-06-29,Wed,133,37832.77,284.456917293233,111.601091445427,39.233038348082594
